documento,capitulo,articulo,contenido
becas,CAPÍTULO VI,Artículo 73," Todo solicitante o becario que incurra en una violación de ciclo o que se le retiré su admisión por cualquier causa, se le cancelará su solicitud o apoyo educativo otorgado. En en caso de que el candidato vuelva a quedar admitido en la Institución, deberá realizar el trámite completo de apoyo educativo y cumplir con los requisitos que marque este reglamento. "
becas,CAPÍTULO VI,Artículo 74, El Vicerrector de Innovación Educativa y Normatividad Académica del Tecnológico de Monterrey determinará la solución adecuada para cualquier situación no prevista en este reglamento.                               
becas,CAPÍTULO VII,Artículo 75, Un alumno beneficiado con una beca asignada por el Tecnológico de Monterrey debe participar en el Programa de Becarios. Los alumnos con becas de fondos externos al Tecnológico de Monterrey podrán participar en este programa cuando así lo determina el donante o Institución que otorga la beca. 
becas,CAPÍTULO VII,Artículo 76," Los becarios deben participar en el Programa de Becarios de la siguiente manera: a.	El Programa de Becarios inicia a partir de la segunda semana de clases del periodo semestral y termina la penúltima semana de clases. b.	El tiempo que un alumno debe dedicar a las actividades del Programa de Becarios durante el período semestral y de clínicas es de 80 horas al semestre y 25 horas en un período intensivo. Se podrán asignar actividades en uno o más proyectos dentro del período académico dependiendo de la necesidad de los proyectos, así como la duración de los mismos. c.	El alumno debe seleccionar de la lista de proyectos disponibles en Programa de Becarios la propuesta de actividades a realizar durante el semestre o periodo intensivo. En el caso de los alumnos con becas de Talento Artístico, Atlético, Liderazgo, Talento Emprendimiento, Talento Creativo y Líderes del Mañana, deben participar en las actividades establecidas en cada tipo de beca.  Los alumnos que sean candidatos a graduarse de una carrera profesional y mantengan un estatus de regular/satisfactorio en el Programa de Becarios, quedan exentos de realizar actividades en el Programa de Becarios, exceptuando a los alumnos con beca de Talento Artístico, Atlético, Liderazgo, Talento Emprendedor, Talento Creativo y Líderes del Mañana. "
becas,CAPÍTULO VII,Artículo 77," Un alumno debe realizar las actividades del Programa de Becarios en cualquiera de los siguientes formatos:  a.	Presencial: se realizan dentro de las instalaciones del campus y en el horario en el que convenga a las partes involucradas. El material que el alumno requiera para llevar a cabo las actividades debe ser facilitado por    el Tecnológico de Monterrey ya sea de manera presencial o por medios electrónicos. b.	En línea: cuando las actividades se realizan por medios electrónicos, ya sea de común acuerdo entre el responsable del proyecto y el alumno o cuando el alumno sea asignado a un área fuera de las Instalaciones del campus y deba realizar las actividades en este formato. c.	Híbrida: cuando las actividades se realizan combinando presenciales y en línea, ya sea de común acuerdo entre responsable del proyecto y alumno, o en cuando el alumno sea asignado a un área fuera de las instalaciones del campus y deba realizar las actividades en este formato. "
becas,CAPÍTULO VII,Artículo 78," Las actividades del Programa de Becarios, deben ser definidas en proyectos propios del campus origen del alumno o en proyectos nacionales. "
becas,CAPÍTULO VII,Artículo 79," Los alumnos de preparatoria deben participar en el Programa de Becarios a partir de tercer semestre; a excepción de los alumnos con beca de Talento Artístico, Liderazgo y Atlético ya que forman parte de los equipos representativos del Instituto. En el caso de alumnos de nivel profesional, deben participar a partir del segundo semestre de otorgada la beca; exceptuando a los alumnos con beca de Talento Artístico, Atlético, Liderazgo, Talento Emprendedor, Talento Creativo y Líderes del Mañana. "
becas,CAPÍTULO VII,Artículo 80," Cuando un alumno participe en un programa de intercambio internacional, olamente podrá ser asignado a proyectos de valor dirigidos a alumnos en programas de intercambio. "
becas,CAPÍTULO VII,Artículo 81, Un alumno becado debe realizar las actividades del Programa de Becarios de acuerdo con la Ley Federal de Protección de Datos Personales en Posesión de Particulares. 
becas,CAPÍTULO VII,Artículo 82," El alumno debe recibir asesoría y recursos del responsable del proyecto para llevar a cabo las actividades del Programa de Becarios, así como la evaluación al cierre del período académico correspondiente.   "
becas,CAPÍTULO VII,Artículo 83," El estatus de un alumno en el Programa de Becarios, al concluir el periodo académico semestral o periodo intensivo, debe evaluarse con los siguientes criterios:  a.	Regular. Cuando el alumno cumple satisfactoriamente con las actividades del programa. b.	Incumplimiento. Cuando el alumno no realizó de manera satisfactoria las actividades del programa, mismo que le será notificado por escrito.  Evaluación del semestre	Evaluación del periodo intensivo	Estatus en el Programa de Becarios Satisfactorio	Satisfactorio	Regular Satisfactorio	No satisfactorio	Incumplimiento No satisfactorio	Satisfactorio	Incumplimiento No satisfactorio	No satisfactorio	Incumplimiento Satisfactorio	N/A	Regular No satisfactorio	N/A	Incumplimiento"
